status,id,paid,title,subTitle,desc,text,tileUrl,tileUrlExpanded,src_type,src_play,progressBar,extraMeta,reviews,meta,extraReviews,trailer,series,player
1,193,,Hashtag tuần qua: Mùa đông không lạnh trên bán đảo Triều Tiên,,,,https://znews-photo-td.zadn.vn/w660/Uploaded/rutmtz/2018_01_13/jsatour44of46.jpg,,zingnews,811426,,,THẾ GIỚI,"<ul class=""hidden-xs"">
<li class=""synopis-meta-spacer"">Lúc: 12/01/2018</li>
<li class=""synopis-meta-spacer"">Nguồn: Zing News</li>
</ul>",,,,
1,192,,Trung Quốc lắp đặt 'mắt thần' nhằm giám sát toàn dân,,,,https://znews-photo-td.zadn.vn/w660/Uploaded/ofh_pgkmztfs/2018_01_12/pbox.jpg,,zingnews,811342,,,THẾ GIỚI,"<ul class=""hidden-xs"">
<li class=""synopis-meta-spacer"">Lúc: 12/01/2018</li>
<li class=""synopis-meta-spacer"">Nguồn: Zing News</li>
</ul>",,,,
1,191,,TT Duterte hát tình ca chào đón TT Trump tại tiệc chiêu đãi,,,,https://znews-photo-td.zadn.vn/w660/Uploaded/mfqim/2018_01_12/trump_duterte_1.jpg,,zingnews,811308,,,THẾ GIỚI,"<ul class=""hidden-xs"">
<li class=""synopis-meta-spacer"">Lúc: 12/01/2018</li>
<li class=""synopis-meta-spacer"">Nguồn: Zing News</li>
</ul>",,,,
1,190,,Cú 'nhất tiễn song tinh' đầu tiên của Trung Quốc năm 2018,,,,https://znews-photo-td.zadn.vn/w660/Uploaded/sgtnrb/2018_01_12/vetinh.jpg,,zingnews,811268,,,THẾ GIỚI,"<ul class=""hidden-xs"">
<li class=""synopis-meta-spacer"">Lúc: 12/01/2018</li>
<li class=""synopis-meta-spacer"">Nguồn: Zing News</li>
</ul>",,,,
1,189,,Nắng nóng kinh hoàng tại Australia,,,,https://znews-photo-td.zadn.vn/w660/Uploaded/rutmtz/2018_01_11/australia.jpg,,zingnews,811045,,,THẾ GIỚI,"<ul class=""hidden-xs"">
<li class=""synopis-meta-spacer"">Lúc: 12/01/2018</li>
<li class=""synopis-meta-spacer"">Nguồn: Zing News</li>
</ul>",,,,
1,188,,Màn trình diễn 'rộn khán đài' của đội nữ cổ vũ Triều Tiên,,,,https://znews-photo-td.zadn.vn/w660/Uploaded/ofh_pgkmztfs/2018_01_11/12.jpg,,zingnews,811028,,,THẾ GIỚI,"<ul class=""hidden-xs"">
<li class=""synopis-meta-spacer"">Lúc: 12/01/2018</li>
<li class=""synopis-meta-spacer"">Nguồn: Zing News</li>
</ul>",,,,
1,187,,Sát nhân Nga tươi cười phủ nhận cáo buộc hiếp dâm trên tivi,,,,https://znews-photo-td.zadn.vn/w660/Uploaded/sgtnrb/2018_01_11/satnhan.jpg,,zingnews,810963,,,THẾ GIỚI,"<ul class=""hidden-xs"">
<li class=""synopis-meta-spacer"">Lúc: 12/01/2018</li>
<li class=""synopis-meta-spacer"">Nguồn: Zing News</li>
</ul>",,,,
1,186,,Chiến đấu cơ Mỹ phá hủy mục tiêu khủng bố,,,,https://znews-photo-td.zadn.vn/w660/Uploaded/bpmoqwq1/2018_01_11/ISISjihadists514619.jpg,,zingnews,810916,,,THẾ GIỚI,"<ul class=""hidden-xs"">
<li class=""synopis-meta-spacer"">Lúc: 12/01/2018</li>
<li class=""synopis-meta-spacer"">Nguồn: Zing News</li>
</ul>",,,,
1,185,,"Lũ bùn như thác nghiền nát nhiều ôtô, nhà cửa tại California",,,,https://znews-photo-td.zadn.vn/w660/Uploaded/ofh_pgkmztfs/2018_01_10/thumb_vid_mudslide.jpg,,zingnews,810649,,,THẾ GIỚI,"<ul class=""hidden-xs"">
<li class=""synopis-meta-spacer"">Lúc: 12/01/2018</li>
<li class=""synopis-meta-spacer"">Nguồn: Zing News</li>
</ul>",,,,
1,184,,Toàn cảnh cuộc gặp 'phá băng' quan hệ liên Triều,,,,https://znews-photo-td.zadn.vn/w660/Uploaded/errl/2018_01_10/trieu_tien_1.jpeg,,zingnews,810639,,,THẾ GIỚI,"<ul class=""hidden-xs"">
<li class=""synopis-meta-spacer"">Lúc: 12/01/2018</li>
<li class=""synopis-meta-spacer"">Nguồn: Zing News</li>
</ul>",,,,
1,183,,Nỗi kinh hoàng Abu Sayyaf ở Philippines,,,,https://znews-photo-td.zadn.vn/w660/Uploaded/ofh_pgkmztfs/2018_01_10/abu.jpg,,zingnews,810615,,,THẾ GIỚI,"<ul class=""hidden-xs"">
<li class=""synopis-meta-spacer"">Lúc: 12/01/2018</li>
<li class=""synopis-meta-spacer"">Nguồn: Zing News</li>
</ul>",,,,
1,182,,TT Trump lắp bắp khi hát quốc ca Mỹ,,,,https://znews-photo-td.zadn.vn/w660/Uploaded/ofh_pgkmztfs/2018_01_09/qca_my.jpg,,zingnews,810554,,,THẾ GIỚI,"<ul class=""hidden-xs"">
<li class=""synopis-meta-spacer"">Lúc: 12/01/2018</li>
<li class=""synopis-meta-spacer"">Nguồn: Zing News</li>
</ul>",,,,
1,181,,Thiếu nữ Nhật thực hiện nghi thức thanh tẩy trong lễ trưởng thành,,,,https://znews-photo-td.zadn.vn/w660/Uploaded/ofh_pgkmztfs/2018_01_09/thumb_video_japan.jpg,,zingnews,810445,,,THẾ GIỚI,"<ul class=""hidden-xs"">
<li class=""synopis-meta-spacer"">Lúc: 12/01/2018</li>
<li class=""synopis-meta-spacer"">Nguồn: Zing News</li>
</ul>",,,,
1,180,,Tổng thống Pháp thăm lăng mộ Tần Thủy Hoàng,,,,https://znews-photo-td.zadn.vn/w660/Uploaded/sgtnrb/2018_01_09/macon.jpg,,zingnews,810320,,,THẾ GIỚI,"<ul class=""hidden-xs"">
<li class=""synopis-meta-spacer"">Lúc: 12/01/2018</li>
<li class=""synopis-meta-spacer"">Nguồn: Zing News</li>
</ul>",,,,
1,179,,Hàng nghìn ôtô kẹt trên xa lộ qua đêm do tuyết ở Tây Ban Nha,,,,https://znews-photo-td.zadn.vn/w660/Uploaded/mfqim/2018_01_08/fspainsnowa20180109.jpg,,zingnews,810205,,,THẾ GIỚI,"<ul class=""hidden-xs"">
<li class=""synopis-meta-spacer"">Lúc: 12/01/2018</li>
<li class=""synopis-meta-spacer"">Nguồn: Zing News</li>
</ul>",,,,
1,178,,Dubai sắp tự phá kỷ lục tòa tháp cao nhất thế giới,,,,https://znews-photo-td.zadn.vn/w660/Uploaded/sgtnrb/2018_01_08/DubaiCreekHarbour1Copy_thumb.jpg,,zingnews,810183,,,THẾ GIỚI,"<ul class=""hidden-xs"">
<li class=""synopis-meta-spacer"">Lúc: 12/01/2018</li>
<li class=""synopis-meta-spacer"">Nguồn: Zing News</li>
</ul>",,,,
1,177,,"Bom bão tuyết' chưa qua, sân bay Mỹ lại hỗn loạn vì vỡ ống nước",,,,https://znews-photo-td.zadn.vn/w660/Uploaded/mfqim/2018_01_08/my111515375657405.jpg,,zingnews,810166,,,THẾ GIỚI,"<ul class=""hidden-xs"">
<li class=""synopis-meta-spacer"">Lúc: 12/01/2018</li>
<li class=""synopis-meta-spacer"">Nguồn: Zing News</li>
</ul>",,,,
1,176,,Người Nhật trầm mình trong nước đá dịp đầu năm mới,,,,https://znews-photo-td.zadn.vn/w660/Uploaded/ofh_pgkmztfs/2018_01_08/7.jpg,,zingnews,810085,,,THẾ GIỚI,"<ul class=""hidden-xs"">
<li class=""synopis-meta-spacer"">Lúc: 12/01/2018</li>
<li class=""synopis-meta-spacer"">Nguồn: Zing News</li>
</ul>",,,,
1,175,,20 thác nước ở Trung Quốc đóng băng vì giá rét bất thường,,,,https://znews-photo-td.zadn.vn/w660/Uploaded/ofh_pgkmztfs/2018_01_07/thumb_thac_bang.jpg,,zingnews,809970,,,THẾ GIỚI,"<ul class=""hidden-xs"">
<li class=""synopis-meta-spacer"">Lúc: 12/01/2018</li>
<li class=""synopis-meta-spacer"">Nguồn: Zing News</li>
</ul>",,,,
1,174,,Khung cảnh hỗn loạn trên chiếc máy bay bị va chạm ở Canada,,,,https://znews-photo-td.zadn.vn/w660/Uploaded/znguhv/2018_01_06/2667.jpg,,zingnews,809751,,,THẾ GIỚI,"<ul class=""hidden-xs"">
<li class=""synopis-meta-spacer"">Lúc: 12/01/2018</li>
<li class=""synopis-meta-spacer"">Nguồn: Zing News</li>
</ul>",,,,
1,173,,Một ngày ở Nam Cực,,,,https://znews-photo-td.zadn.vn/w660/Uploaded/znguhv/2018_01_06/zing_chim_canh_Cut.jpg,,zingnews,809733,,,THẾ GIỚI,"<ul class=""hidden-xs"">
<li class=""synopis-meta-spacer"">Lúc: 12/01/2018</li>
<li class=""synopis-meta-spacer"">Nguồn: Zing News</li>
</ul>",,,,
1,172,,Hashtag tuần qua: Mỹ - Triều 'khoe' nút hạt nhân chào năm mới,,,,https://znews-photo-td.zadn.vn/w660/Uploaded/ofh_pgkmztfs/2018_01_06/thumb_hashtag.jpg,,zingnews,809624,,,THẾ GIỚI,"<ul class=""hidden-xs"">
<li class=""synopis-meta-spacer"">Lúc: 12/01/2018</li>
<li class=""synopis-meta-spacer"">Nguồn: Zing News</li>
</ul>",,,,
1,171,,Video hiếm có về máy bay tấn công cảm tử trong trận Okinawa,,,,https://znews-photo-td.zadn.vn/w660/Uploaded/bpmoqwq1/2018_01_05/kamikaze.jpg,,zingnews,809616,,,THẾ GIỚI,"<ul class=""hidden-xs"">
<li class=""synopis-meta-spacer"">Lúc: 12/01/2018</li>
<li class=""synopis-meta-spacer"">Nguồn: Zing News</li>
</ul>",,,,
1,170,,Quảng trường Thời đại ở New York ngập tuyết trắng xóa,,,,https://znews-photo-td.zadn.vn/w660/Uploaded/rutmtz/2018_01_05/yc.jpg,,zingnews,809507,,,THẾ GIỚI,"<ul class=""hidden-xs"">
<li class=""synopis-meta-spacer"">Lúc: 12/01/2018</li>
<li class=""synopis-meta-spacer"">Nguồn: Zing News</li>
</ul>",,,,
1,169,,Trung Quốc chìm trong tuyết rơi trắng trời,,,,https://znews-photo-td.zadn.vn/w660/Uploaded/sgtnrb/2018_01_05/tuyettrungquoc_16.jpg,,zingnews,809493,,,THẾ GIỚI,"<ul class=""hidden-xs"">
<li class=""synopis-meta-spacer"">Lúc: 12/01/2018</li>
<li class=""synopis-meta-spacer"">Nguồn: Zing News</li>
</ul>",,,,
1,168,,Xẻ thịt cá ngừ tài lộc 400 kg tại Nhật Bản,,,,https://znews-photo-td.zadn.vn/w660/Uploaded/ofh_pgkmztfs/2018_01_05/4.jpg,,zingnews,809478,,,THẾ GIỚI,"<ul class=""hidden-xs"">
<li class=""synopis-meta-spacer"">Lúc: 12/01/2018</li>
<li class=""synopis-meta-spacer"">Nguồn: Zing News</li>
</ul>",,,,
1,167,,Nước Mỹ trắng xóa trong 'bom bão tuyết' khổng lồ,,,,https://znews-photo-td.zadn.vn/w660/Uploaded/mfqim/2018_01_05/800_27.jpeg,,zingnews,809377,,,THẾ GIỚI,"<ul class=""hidden-xs"">
<li class=""synopis-meta-spacer"">Lúc: 12/01/2018</li>
<li class=""synopis-meta-spacer"">Nguồn: Zing News</li>
</ul>",,,,
1,166,,Thác nước đóng băng trong mùa đông lạnh kỷ lục ở Mỹ,,,,https://znews-photo-td.zadn.vn/w660/Uploaded/rutmtz/2018_01_04/1.jpg,,zingnews,809154,,,THẾ GIỚI,"<ul class=""hidden-xs"">
<li class=""synopis-meta-spacer"">Lúc: 12/01/2018</li>
<li class=""synopis-meta-spacer"">Nguồn: Zing News</li>
</ul>",,,,
1,165,,Cảng container tự động lớn nhất thế giới ở Trung Quốc,,,,https://znews-photo-td.zadn.vn/w660/Uploaded/sgtnrb/2018_01_02/GettyImages888029700.jpg,,zingnews,808535,,,THẾ GIỚI,"<ul class=""hidden-xs"">
<li class=""synopis-meta-spacer"">Lúc: 12/01/2018</li>
<li class=""synopis-meta-spacer"">Nguồn: Zing News</li>
</ul>",,,,
1,164,,"Bất mãn vì kinh tế, biểu tình biến thành bạo lực ở Iran",,,,https://znews-photo-td.zadn.vn/w660/Uploaded/sgtnrb/2018_01_01/GettyImages899781822.jpg,,zingnews,808469,,,THẾ GIỚI,"<ul class=""hidden-xs"">
<li class=""synopis-meta-spacer"">Lúc: 12/01/2018</li>
<li class=""synopis-meta-spacer"">Nguồn: Zing News</li>
</ul>",,,,
1,163,,Pháo hoa tôn vinh di sản trên khắp châu Âu,,,,https://znews-photo-td.zadn.vn/w660/Uploaded/sgtnrb/2018_01_01/GettyImages900129056.jpg,,zingnews,808443,,,THẾ GIỚI,"<ul class=""hidden-xs"">
<li class=""synopis-meta-spacer"">Lúc: 12/01/2018</li>
<li class=""synopis-meta-spacer"">Nguồn: Zing News</li>
</ul>",,,,
1,162,,Màn trình diễn laser ngoạn mục đón năm mới ở Dubai,,,,https://znews-photo-td.zadn.vn/w660/Uploaded/rutmtz/2018_01_01/2018_01_01_38192_1514781992_large.jpg,,zingnews,808407,,,THẾ GIỚI,"<ul class=""hidden-xs"">
<li class=""synopis-meta-spacer"">Lúc: 12/01/2018</li>
<li class=""synopis-meta-spacer"">Nguồn: Zing News</li>
</ul>",,,,
1,161,,"Hoa giấy, cầu pha lê và những nụ hôn tại quảng trường Thời đại",,,,https://znews-photo-td.zadn.vn/w660/Uploaded/ofh_pgkmztfs/2018_01_01/thumb_video_square.jpg,,zingnews,808402,,,THẾ GIỚI,"<ul class=""hidden-xs"">
<li class=""synopis-meta-spacer"">Lúc: 12/01/2018</li>
<li class=""synopis-meta-spacer"">Nguồn: Zing News</li>
</ul>",,,,
1,160,,Màn đấu khẩu chưa có hồi kết giữa Trump và Kim Jong Un,,,,https://znews-photo-td.zadn.vn/w660/Uploaded/ofh_pgkmztfs/2017_12_31/thumb.jpg,,zingnews,808371,,,THẾ GIỚI,"<ul class=""hidden-xs"">
<li class=""synopis-meta-spacer"">Lúc: 12/01/2018</li>
<li class=""synopis-meta-spacer"">Nguồn: Zing News</li>
</ul>",,,,
1,159,,Hiện trường máy bay cháy rụi sau tai nạn ở Costa Rica,,,,https://znews-photo-td.zadn.vn/w660/Uploaded/ofh_pgkmztfs/2018_01_01/thumb_cota.jpg,,zingnews,808341,,,THẾ GIỚI,"<ul class=""hidden-xs"">
<li class=""synopis-meta-spacer"">Lúc: 12/01/2018</li>
<li class=""synopis-meta-spacer"">Nguồn: Zing News</li>
</ul>",,,,
1,158,,Người Australia chen chúc tìm chỗ xem pháo hoa giao thừa,,,,https://znews-photo-td.zadn.vn/w660/Uploaded/zugtwi/2017_12_31/GettyImages899948584.jpg,,zingnews,808252,,,THẾ GIỚI,"<ul class=""hidden-xs"">
<li class=""synopis-meta-spacer"">Lúc: 31/12/2017</li>
<li class=""synopis-meta-spacer"">Nguồn: Zing News</li>
</ul>",,,,
1,157,,Quả cầu pha lê ở New York sẵn sàng đón năm mới 2018,,,,https://znews-photo-td.zadn.vn/w660/Uploaded/rutmtz/2017_12_31/GettyImages83571342min_1.jpg,,zingnews,808160,,,THẾ GIỚI,"<ul class=""hidden-xs"">
<li class=""synopis-meta-spacer"">Lúc: 31/12/2017</li>
<li class=""synopis-meta-spacer"">Nguồn: Zing News</li>
</ul>",,,,
1,156,,Những người đi trên đường điện cao thế ở Trung Quốc,,,,https://znews-photo-td.zadn.vn/w660/Uploaded/sgtnrb/2017_12_31/dien_thumb.jpg,,zingnews,808158,,,THẾ GIỚI,"<ul class=""hidden-xs"">
<li class=""synopis-meta-spacer"">Lúc: 31/12/2017</li>
<li class=""synopis-meta-spacer"">Nguồn: Zing News</li>
</ul>",,,,
1,155,,Triều Tiên ứng dụng khoa học vào sản xuất kim chi,,,,https://znews-photo-td.zadn.vn/w660/Uploaded/mfqim/2017_12_30/k_thumb.jpg,,zingnews,808100,,,THẾ GIỚI,"<ul class=""hidden-xs"">
<li class=""synopis-meta-spacer"">Lúc: 31/12/2017</li>
<li class=""synopis-meta-spacer"">Nguồn: Zing News</li>
</ul>",,,,
1,154,,Triển vọng quan hệ Việt - Mỹ 2018: 'Dư địa còn nhiều',,,,https://znews-photo-td.zadn.vn/w660/Uploaded/errl/2017_12_30/Thu_truong_Ha_Kim_Ngoc_7_zing.jpg,,zingnews,807983,,,THẾ GIỚI,"<ul class=""hidden-xs"">
<li class=""synopis-meta-spacer"">Lúc: 31/12/2017</li>
<li class=""synopis-meta-spacer"">Nguồn: Zing News</li>
</ul>",,,,
